assessment_date,basements,building_code,category_code,census_tract,central_air,date_exterior_condition,depth,exempt_building,exempt_land,exterior_condition,fireplaces,frontage,fuel,garage_spaces,garage_type,general_construction,homestead_exemption,house_extension,interior_condition,market_value,market_value_date,number_of_bathrooms,number_of_bedrooms,number_of_rooms,number_stories,off_street_open,parcel_shape,quality_grade,recording_date,sale_date,sale_price,separate_utilities,sewer,site_type,taxable_building,taxable_land,topography,total_area,total_livable_area,type_heater,unfinished,utility,view_type,year_built,year_built_estimate,zip_code,zoning,building_code_new,lat,lng
2022-05-24,,SR   ,6,149.0,,,63.0,0.0,0.0,,,15.0,,,,,0,,,45300.0,,,,,,857.0,E,,2068-10-22,2068-10-22,1.0,,,,0.0,45300.0,F,945.0,,,,,I,,,19121.0,RSA5,,39.9817319296522,-75.17737005769294
2022-05-24,,SR   ,6,91.0,,,45.0,0.0,28000.0,,,18.0,,,,,0,,,28000.0,,,,,,708.0,E,,2068-10-15,2068-10-15,1.0,,,,0.0,0.0,F,804.0,,,,,I,,,19104.0,RSA5,,39.96144849305976,-75.2011479048122
2022-05-24,,SI   ,6,378.0,,,173.0,0.0,0.0,,,224.0,,,,,0,,,346200.0,,,,,,,A,,2068-10-14,2068-10-14,65000.0,,,,0.0,346200.0,F,38038.0,,,,,I,,,19134.0,I2,,39.98475496112896,-75.09369471110395
2022-05-24,,SR   ,6,152.0,,,73.0,0.0,44300.0,,,16.0,,,,,0,,,44300.0,,,,,,2485.0,E,,2068-10-10,2068-10-10,1.0,,,,0.0,0.0,F,1163.0,,,,,I,,,19121.0,RSA5,,39.98454897256892,-75.16501526071097
2022-05-24,,SR   ,6,151.0,,,80.0,0.0,81300.0,,,15.0,,,,,0,,,81300.0,,,,,,1691.0,E,,2068-10-10,2068-10-10,1.0,,,,0.0,0.0,F,1189.0,,,,,I,,,19121.0,RSA5,,39.984293006998215,-75.18371868810904
2022-05-24,,SR   ,6,169.0,,,46.0,0.0,0.0,,,14.0,,,,,0,,,44000.0,,,,,,1222.0,E,,2068-10-07,2068-10-07,1.0,,,,0.0,44000.0,F,644.0,,,,,I,,,19132.0,RSA5,,39.9969679939304,-75.18105219004586
2022-05-24,D,U50  ,2,109.0,,,114.0,0.0,0.0,4.0,0.0,16.0,,0.0,,A ,0,,4.0,362100.0,,0.0,0.0,,3.0,291.0,E,,2068-10-07,2068-10-07,1.0,B,,,307800.0,54300.0,A,1816.0,2904.0,,,,I,1935.0,Y,19104.0,CMX2,,39.9640295257964,-75.19404033289258
2022-05-24,,SR   ,6,151.0,,,57.0,0.0,47500.0,,,15.0,,,,,0,,,47500.0,,,,,,1162.0,E,,2068-10-04,2068-10-04,1.0,,,,0.0,0.0,F,855.0,,,,,I,,,19121.0,RSA5,,39.98964200487699,-75.18338258379735
2022-05-24,,SR   ,6,152.0,,,86.0,0.0,46300.0,,,20.0,,,,,0,,,46300.0,,,,,,2075.0,E,,2068-10-03,2068-10-03,1.0,,,,0.0,0.0,F,1728.0,,,,,I,,,19121.0,RSA5,,39.98633781904155,-75.16544886321188
2022-05-24,,SI   ,6,236.0,,,100.0,0.0,17300.0,,,48.0,,,,,0,,,17300.0,,,,,,4414.0,A,,2068-09-30,2068-09-30,1.0,,,,0.0,0.0,F,6172.0,,,,,I,,,19119.0,CMX2,,40.043480981411214,-75.19859085443423
2022-05-24,,LC0  ,5,202.0,,,16.0,2800.0,400.0,,,12.0,,,,F ,0,,,3200.0,,,,,,1235.0,E,C ,2068-09-30,2068-09-30,1.0,,,,0.0,0.0,F,189.0,189.0,,,,I,1925.0,,19140.0,CMX2,219,40.0137259453652,-75.15786622825297
2022-05-24,,ZQ0  ,4,287.0,,,32.0,24022.0,15678.0,,,75.0,,,,A ,0,,,39700.0,,,,,,392.0,E,C+,2068-09-30,2068-09-30,1.0,,,,0.0,0.0,F,2381.0,1650.0,,,,I,0.0,,19140.0,I2,690,40.0220719590917,-75.1304707557119
2022-05-24,,NA0  ,4,273.0,,,167.0,100.0,43900.0,,,44.0,,,,A ,0,,,44000.0,,,,,,2452.0,B,C ,2068-09-30,2068-09-30,1.0,,,,0.0,0.0,F,12066.0,180.0,,,,I,0.0,,19120.0,CA1,PU,40.03426781848566,-75.11567143025019
2022-05-24,,ZJ0  ,4,387.0,,,130.0,14400.0,33800.0,,,77.0,,,,A ,0,,,48200.0,,,,,,764.0,A,C ,2068-09-27,2068-09-27,1.0,,,,0.0,0.0,F,17203.0,448.0,,,,I,1960.0,,19118.0,CMX2.5,690,40.07768487834846,-75.20857149074843
2022-05-24,,SI   ,6,66.0,,,104.0,0.0,4800.0,,,15.0,,,,,0,,,4800.0,,,,,,1165.0,E,,2068-09-27,2068-09-27,1.0,,,,0.0,0.0,F,1560.0,,,,,I,,,19143.0,CMX2,,39.93261569716239,-75.22523782260706
2022-05-24,,ZF1  ,4,300.0,,,242.0,41200.0,133000.0,,,18.0,,,,A ,0,,,174200.0,,,,,,450.0,B,C ,2068-09-27,2068-09-27,1.0,,,,0.0,0.0,F,12804.0,4838.0,,,,I,1910.0,,19124.0,CMX2,690,40.01692920837197,-75.08416294067105
2022-05-24,,SI   ,6,198.0,,,75.0,0.0,53900.0,,,719.0,,,,,0,,,53900.0,,,,,,2162.0,A,,2068-09-27,2068-09-27,1.0,,,,0.0,0.0,F,53925.0,,,,,I,,,19140.0,,,40.01008131816082,-75.14491993804448
2022-05-24,,ZQ0  ,4,132.0,,,101.0,356600.0,173400.0,,,132.0,,,,A ,0,23.0,,530000.0,,,,,,338.0,E,C ,2068-09-27,2068-09-27,1.0,,,,0.0,0.0,F,13286.0,24072.0,,,,I,1925.0,,19123.0,RMX3,273,39.96399442018521,-75.15859498097478
2022-05-24,,SI   ,6,253.0,,,15.0,0.0,4400.0,,,105.0,,,,,0,,,4400.0,,,,,,1259.0,E,,2068-09-27,2068-09-27,1.0,,,,0.0,0.0,F,1575.0,,,,,I,,,19119.0,RSA5,,40.05437520924389,-75.18376810120432
2022-05-24,,SC   ,6,253.0,,,731.0,0.0,102500.0,,,50.0,,,,,0,17.0,,102500.0,,,,,,2189.0,E,,2068-09-27,2068-09-27,1.0,,,,0.0,0.0,F,36616.0,,,,,I,,,19119.0,CMX2,,40.05338225065771,-75.18421900990117
2022-05-24,,SR   ,6,253.0,,,100.0,0.0,12500.0,,,45.0,,,,,0,57.0,,12500.0,,,,,,1393.0,E,,2068-09-27,2068-09-27,1.0,,,,0.0,0.0,F,4478.0,,,,,I,,,19119.0,RSA5,,40.05285581122252,-75.18441649519762
2022-05-24,,AA0  ,4,257.0,,,100.0,245700.0,436800.0,,,170.0,,,,A ,0,41.0,,682500.0,,,,,,5736.0,B,C ,2068-09-27,2068-09-27,1.0,,,,0.0,0.0,F,13403.0,2500.0,,,,I,1920.0,,19118.0,SPPOA,256,40.06704996043314,-75.19621010565122
2022-05-24,,ND0  ,4,28.0,,,96.0,174700.0,75300.0,,,54.0,,,,A ,0,37.0,,250000.0,,,,,,1608.0,E,B ,2068-09-27,2068-09-27,1.0,,,,0.0,0.0,F,5184.0,18432.0,,,,I,1940.0,,19148.0,CMX2.5,811,39.926651318750345,-75.16676653430481
2022-05-24,,SR   ,6,153.0,,,90.0,0.0,68100.0,,,18.0,,,,,0,,,68100.0,,,,,,2397.0,E,,2068-09-26,2068-09-26,1.0,,,,0.0,0.0,F,1620.0,,,,,I,,,19121.0,RM1,,39.983006967047146,-75.16487649212166
2022-05-24,,SR   ,6,152.0,,,100.0,0.0,53600.0,,,15.0,,,,,0,,,53600.0,,,,,,1974.0,E,,2068-09-23,2068-09-23,1.0,,,,0.0,0.0,F,1500.0,,,,,I,,,19121.0,RSA5,,39.98329798113593,-75.16640739939184
2022-05-24,,SR   ,6,153.0,,,90.0,0.0,68100.0,,,18.0,,,,,0,,,68100.0,,,,,,2397.0,E,,2068-09-17,2068-09-17,1.0,,,,0.0,0.0,F,1620.0,,,,,I,,,19121.0,RM1,,39.98382323010635,-75.16470329520254
2022-05-24,,SR   ,6,152.0,,,90.0,0.0,69700.0,,,28.0,,,,,0,,,69700.0,,,,,,1440.0,E,,2068-09-17,2068-09-17,1.0,,,,0.0,0.0,F,2498.0,,,,,I,,,19121.0,RM1,,39.985104683919616,-75.16959666625756
2022-05-24,,SR   ,6,152.0,,,108.0,0.0,90200.0,,,28.0,,,,,0,,,90200.0,,,,,,1440.0,E,,2068-09-17,2068-09-17,1.0,,,,0.0,0.0,F,2983.0,,,,,I,,,19121.0,RM1,,39.98517339953747,-75.16955137319542
2022-05-24,,SR   ,6,153.0,,,100.0,0.0,72700.0,,,19.0,,,,,0,,,72700.0,,,,,,2577.0,E,,2068-09-10,2068-09-10,1.0,,,,0.0,0.0,F,1900.0,,,,,I,,,19121.0,RM1,,39.982214059270746,-75.16396641227165
2022-05-24,,SC   ,6,103.0,,,86.0,0.0,139600.0,,,158.0,,,,,0,14.0,,139600.0,,,,,,956.0,A,,2068-09-05,2068-09-05,1.0,,,,0.0,0.0,,13569.0,,,,,,,,19131.0,SPPOA,,39.96978700819084,-75.22574844465571
2022-05-24,,H38  ,1,279.0,,,106.0,136080.0,34020.0,4.0,0.0,28.0,,0.0,,A ,0,,4.0,170100.0,,0.0,0.0,,2.0,4062.0,E,C+,2068-09-04,2068-09-04,1.0,,,,0.0,0.0,F,2985.0,1848.0,,,,I,1935.0,Y,19141.0,RSA3,27,40.03971446021343,-75.15420656645115
2022-05-24,,SR   ,6,153.0,,,73.0,0.0,48200.0,,,15.0,,,,,0,,,48200.0,,,,,,2523.0,E,,2068-08-22,2068-08-22,1.0,,,,0.0,0.0,F,1065.0,,,,,I,,,19121.0,RM1,,39.98356144245621,-75.16316564485709
2022-05-24,,SR   ,6,152.0,,,103.0,0.0,67300.0,,,18.0,,,,,0,,,67300.0,,,,,,2389.0,E,,2068-08-14,2068-08-14,1.0,,,,0.0,0.0,F,1845.0,,,,,I,,,19121.0,RM1,,39.98640443757499,-75.16773869881122
2022-05-24,,SC   ,6,377.0,,,50.0,0.0,17800.0,,,13.0,,,,,0,,,17800.0,,,,,,674.0,E,,2068-08-11,2068-08-11,1.0,,,,0.0,0.0,F,660.0,,,,,,,,19122.0,CMX2,,39.9842608944421,-75.14494901995569
2022-05-24,,SR   ,6,151.0,,,113.0,0.0,88000.0,,,16.0,,,,,0,,,88000.0,,,,,,1167.0,E,,2068-08-06,2068-08-06,1.0,,,,0.0,0.0,F,1816.0,,,,,I,,,19121.0,RM1,,39.98315876885625,-75.17638017158231
2022-05-24,,SC   ,6,299.0,,,30.0,0.0,0.0,,,36.0,,,,,0,76.0,,6000.0,,,,,,1737.0,E,,2068-08-05,2068-08-05,1.0,,,,0.0,6000.0,F,1080.0,,,,,I,,,19124.0,CMX2,,40.01093547705432,-75.07737683014086
2022-05-24,,SR   ,6,152.0,,,54.0,0.0,36000.0,,,16.0,,,,,0,,,36000.0,,,,,,1301.0,E,,2068-07-24,2068-07-24,1.0,,,,0.0,0.0,F,864.0,,,,,I,,,19121.0,RSA5,,39.98224844085222,-75.16865140872225
2022-05-24,,ZQ0  ,4,376.0,,,169.0,0.0,0.0,,,25.0,,,,A ,0,,,27800.0,,,,,,147.0,E,C ,2068-07-18,2068-07-18,1.0,,,,6394.0,21406.0,F,4237.0,500.0,,,,I,1940.0,,19123.0,,PD,39.96247373715023,-75.15281839573932
2022-05-24,,SR   ,6,152.0,,,54.0,0.0,0.0,,,16.0,,,,,0,,,36000.0,,,,,,1301.0,E,,2068-07-11,2068-07-11,1.0,,,,0.0,36000.0,F,864.0,,,,,I,,,19121.0,RSA5,,39.9820737974847,-75.16868887255903
2022-05-24,,SC   ,6,170.0,,,79.0,0.0,0.0,,,54.0,,,,,0,,,23700.0,,,,,,2455.0,E,,2068-07-11,2068-07-11,1.0,,,,0.0,23700.0,F,4269.0,,,,,I,,,19132.0,,,40.00577051796942,-75.18539000082504
2022-05-24,,RA   ,6,140.0,,,100.0,0.0,266200.0,,,18.0,,,,,0,,,266200.0,,,,,,190.0,E,,2068-06-12,2068-06-12,1.0,,,,0.0,0.0,F,1800.0,,,,,I,,,19121.0,CMX3,,39.97316799573687,-75.16592753692895
2022-05-24,,SR   ,6,169.0,,,22.0,0.0,49500.0,,,34.0,,,,,0,,,49500.0,,,,,,1076.0,E,,2068-06-11,2068-06-11,1.0,,,,0.0,0.0,F,739.0,,,,,I,,,19132.0,RSA5,,39.99586542920418,-75.18470448707734
2022-05-24,,SR   ,6,169.0,,,103.0,0.0,90800.0,,,15.0,,,,,0,,,90800.0,,,,,,1330.0,E,,2068-06-11,2068-06-11,1.0,,,,0.0,0.0,F,1504.0,,,,,I,,,19132.0,RSA5,,39.99476799969092,-75.18480980931567
2022-05-24,,SR   ,6,169.0,,,81.0,0.0,136700.0,,,54.0,,,,,0,,,136700.0,,,,,,1760.0,A,,2068-06-10,2068-06-10,1.0,,,,0.0,0.0,F,2297.0,,,,,I,,,19132.0,RM1,,39.994981045286586,-75.18692172038469
2022-05-24,,SR   ,6,169.0,,,57.0,0.0,50000.0,,,15.0,,,,,0,,,50000.0,,,,,,1319.0,E,,2068-06-10,2068-06-10,1.0,,,,0.0,0.0,F,855.0,,,,,I,,,19132.0,RSA5,,39.995805298583775,-75.18399653387635
2022-05-24,,SR   ,6,169.0,,,56.0,0.0,50000.0,,,15.0,,,,,0,,,50000.0,,,,,,1319.0,E,,2068-06-10,2068-06-10,1.0,,,,0.0,0.0,F,840.0,,,,,I,,,19132.0,RSA5,,39.9957644771161,-75.18400466018977
2022-05-24,,SR   ,6,169.0,,,66.0,0.0,193400.0,,,75.0,,,,,0,56.0,,193400.0,,,,,,1674.0,E,,2068-06-10,2068-06-10,1.0,,,,0.0,0.0,F,4925.0,,,,,I,,,19132.0,RSA5,,39.99556674482804,-75.18250432201108
2022-05-24,,SR   ,6,169.0,,,62.0,0.0,50000.0,,,17.0,,,,,0,,,50000.0,,,,,,1800.0,E,,2068-06-10,2068-06-10,1.0,,,,0.0,0.0,F,1023.0,,,,,I,,,19132.0,RSA5,,39.994507866541056,-75.18429648299431
2022-05-24,,SR   ,6,169.0,,,60.0,0.0,331400.0,,,70.0,,,,,0,,,331400.0,,,,,,1319.0,A,,2068-06-10,2068-06-10,1.0,,,,0.0,0.0,F,7856.0,,,,,I,,,19132.0,RSA5,,39.995726611348026,-75.18348258859893
2022-05-24,,SB   ,6,169.0,,,116.0,0.0,306200.0,,,65.0,,,,,0,,,306200.0,,,,,,1800.0,A,,2068-06-10,2068-06-10,1.0,,,,0.0,0.0,F,7843.0,,,,,I,,,19132.0,RSA5,,39.993195865437954,-75.18402584829207
2022-05-24,,SR   ,6,169.0,,,25.0,0.0,46500.0,,,28.0,,,,,0,,,46500.0,,,,,,1076.0,E,,2068-06-10,2068-06-10,1.0,,,,0.0,0.0,F,676.0,,,,,I,,,19132.0,RSA5,,39.995895387443255,-75.18490542257494
2022-05-24,,SR   ,6,169.0,,,31.0,0.0,49500.0,,,24.0,,,,,0,,,49500.0,,,,,,1076.0,E,,2068-06-10,2068-06-10,1.0,,,,0.0,0.0,F,739.0,,,,,I,,,19132.0,RSA5,,39.99580349408347,-75.18415092085779
2022-05-24,,SI   ,6,809.0,,,378.0,0.0,426500.0,,,44.0,,,,,0,,,426500.0,,,,,,7575.0,A,,2068-06-10,2068-06-10,1.0,,,,0.0,0.0,F,62688.0,,,,,I,,,19145.0,I2,,39.90707695603545,-75.19331326209175
2022-05-24,,SR   ,6,91.0,,,76.0,0.0,38800.0,,,18.0,,,,,0,,,38800.0,,,,,,708.0,E,,2068-06-10,2068-06-10,1.0,,,,0.0,0.0,F,1360.0,,,,,I,,,19104.0,RSA5,,39.96132625799768,-75.20100972220114
2022-05-24,,SR   ,6,91.0,,,61.0,0.0,30200.0,,,15.0,,,,,0,,,30200.0,,,,,,708.0,E,,2068-06-10,2068-06-10,1.0,,,,0.0,0.0,F,932.0,,,,,I,,,19104.0,RSA5,,39.96142149428288,-75.20110287995828
2022-05-24,,SR   ,6,153.0,,,96.0,0.0,63400.0,,,17.0,,,,,0,,,63400.0,,,,,,2523.0,E,,2068-06-06,2068-06-06,1.0,,,,0.0,0.0,F,1632.0,,,,,I,,,19121.0,RM1,,39.98285481882815,-75.16381333442268
2022-05-24,,SR   ,6,151.0,,,49.0,0.0,34600.0,,,14.0,,,,,0,,,34600.0,,,,,,1054.0,E,,2068-05-23,2068-05-23,1.0,,,,0.0,0.0,F,706.0,,,,,I,,,19121.0,RSA5,,39.98864974467133,-75.18195449892637
2022-05-24,,SR   ,6,152.0,,,82.0,0.0,49800.0,,,17.0,,,,,0,,,49800.0,,,,,,1846.0,E,,2068-05-22,2068-05-22,1.0,,,,0.0,0.0,F,1401.0,,,,,I,,,19121.0,RM1,,39.98636003314753,-75.16463650100341
2022-05-24,,SR   ,6,169.0,,,66.0,0.0,173100.0,,,64.0,,,,,0,,,173100.0,,,,,,1674.0,E,,2068-05-13,2068-05-13,1.0,,,,0.0,0.0,F,4225.0,,,,,I,,,19132.0,RSA5,,39.99455275691868,-75.18270010874875
2022-05-24,,SR   ,6,169.0,,,62.0,0.0,50000.0,,,16.0,,,,,0,,,50000.0,,,,,,1800.0,E,,2068-05-13,2068-05-13,1.0,,,,0.0,0.0,F,961.0,,,,,I,,,19132.0,RSA5,,39.99446099125751,-75.18430509659986
2022-05-24,,RB   ,6,215.0,,,29.0,0.0,259500.0,,,142.0,,,,,0,,,259500.0,,,,,,1762.0,A,,2068-05-09,2068-05-09,1.0,,,,0.0,0.0,F,13281.0,,,,,I,,,19127.0,RSA5,,40.03171323895808,-75.2317476848139
2022-05-24,,SR   ,6,153.0,,,90.0,0.0,68100.0,,,18.0,,,,,0,,,68100.0,,,,,,2397.0,E,,2068-05-06,2068-05-06,1.0,,,,0.0,0.0,F,1620.0,,,,,I,,,19121.0,RM1,,39.98335046594722,-75.16480350786584
2022-05-24,,SR   ,6,152.0,,,95.0,0.0,71200.0,,,28.0,,,,,0,,,71200.0,,,,,,1440.0,E,,2068-05-01,2068-05-01,1.0,,,,0.0,0.0,F,2636.0,,,,,I,,,19121.0,RM1,,39.98608323670463,-75.16937484012152
2022-05-24,,SR   ,6,169.0,,,62.0,0.0,50000.0,,,15.0,,,,,0,,,50000.0,,,,,,1800.0,E,,2068-04-25,2068-04-25,1.0,,,,0.0,0.0,F,930.0,,,,,I,,,19132.0,RSA5,,39.99442010343844,-75.1843112628876
2022-05-24,,RA   ,6,7.0,,,72.0,0.0,2968000.0,,,93.0,,,,,0,20.0,,2968000.0,,,,,,0.0,E,,2068-04-25,2068-04-25,1.0,,,,0.0,0.0,F,6696.0,,,,,,,,19103.0,CMX4,,39.95165752770839,-75.17782381205427
2022-05-24,,Y30  ,3,85.0,,,74.0,0.0,0.0,,,16.0,,,,A ,0,,,110500.0,,,,,,559.0,E,C ,2068-04-23,2068-04-23,1.0,B,,,88400.0,22100.0,F,1187.0,1728.0,,,,I,1925.0,,19139.0,RM1,820,39.95852857296139,-75.22739325439345
2022-05-24,,SR   ,6,152.0,,,58.0,0.0,0.0,,,15.0,,,,,0,,,26400.0,,,,,,2277.0,E,,2068-04-22,2068-04-22,1.0,,,,0.0,26400.0,F,870.0,,,,,I,,,19121.0,RSA5,,39.98534865386122,-75.16707804218538
2022-05-24,,SR   ,6,153.0,,,74.0,0.0,55000.0,,,16.0,,,,,0,,,55000.0,,,,,,2485.0,E,,2068-04-10,2068-04-10,1.0,,,,0.0,0.0,F,1190.0,,,,,I,,,19121.0,RM1,,39.98516606605724,-75.16443450547202
2022-05-24,,SR   ,6,152.0,,,42.0,0.0,64700.0,,,38.0,,,,,0,,,64700.0,,,,,,2389.0,E,,2068-04-02,2068-04-02,1.0,,,,0.0,0.0,F,1596.0,,,,,I,,,19121.0,RM1,,39.98635373378003,-75.16737052901532
2022-05-24,,JP   ,4,162.0,,,60.0,0.0,40600.0,,,14.0,,,,,0,,,40600.0,,,,,,555.0,E,C ,2068-04-01,2068-04-01,1.0,,,,0.0,0.0,F,840.0,0.0,,,,I,1875.0,,19133.0,SPPOA,610,39.98564798304391,-75.13987526187769
2022-05-24,,SR   ,6,169.0,,,66.0,0.0,171000.0,,,64.0,,,,,0,62.0,,171000.0,,,,,,1806.0,E,,2068-03-22,2068-03-22,1.0,,,,0.0,0.0,F,4225.0,,,,,I,,,19132.0,RSA5,,39.99426445350797,-75.18278381450938
2022-05-24,,SR   ,6,169.0,,,118.0,0.0,308300.0,,,64.0,,,,,0,6.0,,308300.0,,,,,,1806.0,A,,2068-03-19,2068-03-19,1.0,,,,0.0,0.0,F,7952.0,,,,,I,,,19132.0,RSA5,,39.99306031327008,-75.18305505257108
2022-05-24,,SR   ,6,169.0,,,27.0,0.0,49700.0,,,28.0,,,,,0,,,49700.0,,,,,,1076.0,E,,2068-03-13,2068-03-13,1.0,,,,0.0,0.0,F,743.0,,,,,I,,,19132.0,RSA5,,39.99591183250746,-75.18500234810142
2022-05-24,,SR   ,6,169.0,,,31.0,0.0,49500.0,,,24.0,,,,,0,,,49500.0,,,,,,1076.0,E,,2068-03-12,2068-03-12,1.0,,,,0.0,0.0,F,739.0,,,,,I,,,19132.0,RSA5,,39.99581438944357,-75.18423256299546
2022-05-24,,SR   ,6,169.0,,,25.0,0.0,47000.0,,,28.0,,,,,0,,,47000.0,,,,,,1076.0,E,,2068-03-12,2068-03-12,1.0,,,,0.0,0.0,F,688.0,,,,,I,,,19132.0,RSA5,,39.99588339979559,-75.18480882892469
2022-05-24,,SR   ,6,169.0,,,15.0,0.0,50000.0,,,56.0,,,,,0,,,50000.0,,,,,,1076.0,E,,2068-03-06,2068-03-06,1.0,,,,0.0,0.0,F,851.0,,,,,I,,,19132.0,RSA5,,39.99581208155787,-75.1843879038384
2022-05-24,,SR   ,6,149.0,,,41.0,0.0,34700.0,,,14.0,,,,,0,,,34700.0,,,,,,1682.0,A,,2068-03-05,2068-03-05,1.0,,,,0.0,0.0,F,499.0,,,,,I,,,19121.0,RSA5,,39.982686127367685,-75.18245843239548
2022-05-24,,RB   ,6,141.0,,,251.0,0.0,1908600.0,,,91.0,,,,,0,,,1908600.0,,,,,,393.0,B,,2068-03-04,2068-03-04,1.0,,,,0.0,0.0,F,19114.0,,,,,,,,19123.0,RM1,,39.96960138602631,-75.14696474828553
2022-05-24,,SC   ,6,141.0,,,74.0,0.0,225800.0,,,18.0,,,,,0,,,225800.0,,,,,,912.0,E,,2068-03-04,2068-03-04,1.0,,,,0.0,0.0,F,1332.0,,,,,I,,,19123.0,RM1,,39.968686887559166,-75.14788181545599
2022-05-24,,RB   ,6,141.0,,,368.0,0.0,3091800.0,,,94.0,,,,,0,59.0,,3091800.0,,,,,,198.0,A,,2068-03-04,2068-03-04,1.0,,,,0.0,0.0,F,34612.0,,,,,I,,,19123.0,RM1,,39.96849312775416,-75.14824169153712
2022-05-24,,SR   ,6,152.0,,,58.0,0.0,26400.0,,,15.0,,,,,0,,,26400.0,,,,,,2277.0,E,,2068-03-01,2068-03-01,1.0,,,,0.0,0.0,F,870.0,,,,,I,,,19121.0,RSA5,,39.98502237423013,-75.16714987841355
2022-05-24,,SI   ,6,,,,88.0,0.0,0.0,,,20.0,,,,,0,,,32300.0,,,,,,1427.0,E,,2059-07-06,2059-07-06,1.0,,,,0.0,32300.0,F,1753.0,,,,,I,,,,,,,
2022-05-24,,SR   ,6,231.0,,,155.0,0.0,35000.0,,,40.0,,,,,0,,,35000.0,,,,,,3990.0,E,,2064-03-17,2064-03-17,11000.0,,,,0.0,0.0,F,6167.0,,,,,,,,19118.0,RTA1,,40.07237460785891,-75.20271063946336
2022-05-24,,Y50  ,3,88.0,,,100.0,38561.24,0.0,,,20.0,,,,A ,38561,,,419600.0,,,,,,150.0,E,C ,2064-01-15,2064-01-15,21000.0,,,,297118.76,83920.0,F,2000.0,2880.0,,,,I,1915.0,,19104.0,CMX4,819,39.95498972011836,-75.20269814740793
2022-05-24,,RB   ,6,170.0,,,424.0,0.0,0.0,,,53.0,,,,,0,,,100.0,,,,,,1836.0,B,,2064-01-03,2064-01-03,1.0,,,,0.0,100.0,F,30460.0,,,,,,,,19129.0,RSA5,,40.00660895902365,-75.18211711600944
2022-05-24,,SR   ,6,362.0,,,180.0,0.0,384100.0,,,100.0,,,,,0,,,384100.0,,,,,,8824.0,E,,2063-12-31,2063-12-31,1.0,,,,0.0,0.0,F,18018.0,,,,,I,,,19154.0,RSD3,,40.07873469630865,-74.97897737801776
2022-05-24,,RB   ,6,27.0,,,40.0,0.0,13000.0,,,17.0,,,,,0,,,13000.0,,,,,,44.0,E,,2063-10-04,2063-10-04,1.0,,,,0.0,0.0,F,687.0,,,,,I,,,19147.0,RSA5,,39.930123535392994,-75.1484813134832
2022-05-24,,RB   ,6,27.0,,,40.0,0.0,12900.0,,,17.0,,,,,0,,,12900.0,,,,,,44.0,E,,2063-10-04,2063-10-04,1.0,,,,0.0,0.0,F,680.0,,,,,I,,,19147.0,RSA5,,39.92998467642825,-75.14851412591918
2022-05-24,,RB   ,6,27.0,,,40.0,0.0,12900.0,,,17.0,,,,,0,,,12900.0,,,,,,44.0,E,,2063-10-04,2063-10-04,1.0,,,,0.0,0.0,F,680.0,,,,,I,,,19147.0,RSA5,,39.93003099781861,-75.14850637594984
2022-05-24,,RB   ,6,27.0,,,40.0,0.0,12900.0,,,17.0,,,,,0,,,12900.0,,,,,,44.0,E,,2063-10-04,2063-10-04,1.0,,,,0.0,0.0,F,680.0,,,,,I,,,19147.0,RSA5,,39.93007622450387,-75.14848961163027
2022-05-24,,SR   ,6,199.0,,,92.0,0.0,14300.0,,,15.0,,,,,0,,,14300.0,,,,,,1523.0,E,,2063-09-12,2063-09-12,1.0,,,,0.0,0.0,F,1337.0,,,,,I,,,19140.0,CMX2,,40.00719315359184,-75.13952984105507
2022-05-24,,RA   ,6,147.0,,,173.0,0.0,0.0,,,66.0,,,,,0,,,858800.0,,,,,,165.0,E,,2063-08-09,2063-08-09,1.0,,,,0.0,858800.0,E,11450.0,,,,,I,,,19121.0,RM1,,39.976803580942665,-75.1620349841438
2022-05-24,,SR   ,6,199.0,,,92.0,0.0,14300.0,,,15.0,,,,,0,,,14300.0,,,,,,1523.0,E,,2063-08-01,2063-08-01,1.0,,,,0.0,0.0,F,1337.0,,,,,I,,,19140.0,CMX2,,40.00727471667175,-75.13951342959167
2022-05-24,,SC   ,6,163.0,,,50.0,0.0,0.0,,,13.0,,,,,0,,,65700.0,,,,,,569.0,E,,2063-07-11,2063-07-11,1.0,,,,0.0,65700.0,F,667.0,,,,,,,,19125.0,RM1,,39.98779975267317,-75.13048058078556
2022-05-24,,RB   ,6,293.0,,,178.0,0.0,60200.0,,,29.0,,,,,0,46.0,,60200.0,,,,,,171.0,E,,2063-07-11,2063-07-11,1.0,,,,0.0,0.0,F,5236.0,,,,,I,,,19124.0,CMX2,,40.00993978557703,-75.08981545148644
2022-05-24,,RB   ,6,293.0,,,177.0,0.0,33700.0,,,20.0,,,,,0,,,33700.0,,,,,,171.0,A,,2063-07-11,2063-07-11,1.0,,,,0.0,0.0,F,2931.0,,,,,I,,,19124.0,CMX2,,40.00988338504512,-75.08986378428462
2022-05-24,,SC   ,6,163.0,,,50.0,0.0,0.0,,,13.0,,,,,0,,,65700.0,,,,,,569.0,E,,2063-07-10,2063-07-10,1.0,,,,0.0,65700.0,F,667.0,,,,,,,,19125.0,RM1,,39.98779333739488,-75.13043194501896
2022-05-24,,RB   ,6,176.0,,,212.0,0.0,145600.0,,,93.0,,,,,0,11.0,,145600.0,,,,,,1893.0,E,,2063-07-03,2063-07-03,1.0,,,,0.0,0.0,F,19610.0,,,,,I,,,19133.0,RSA5,,39.993822602288446,-75.13817739684944
