assessment_date,basements,building_code,category_code,census_tract,central_air,date_exterior_condition,depth,exempt_building,exempt_land,exterior_condition,fireplaces,frontage,fuel,garage_spaces,garage_type,general_construction,homestead_exemption,house_extension,interior_condition,market_value,market_value_date,number_of_bathrooms,number_of_bedrooms,number_of_rooms,number_stories,off_street_open,parcel_shape,quality_grade,recording_date,sale_date,sale_price,separate_utilities,sewer,site_type,taxable_building,taxable_land,topography,total_area,total_livable_area,type_heater,unfinished,utility,view_type,year_built,year_built_estimate,zip_code,zoning,building_code_new,lat,lng
2022-05-24,,SR   ,6,152.0,,,60.0,0.0,69600.0,,,44.0,,,,,0,36.0,,69600.0,,,,,,2191.0,E,,2070-09-30,2070-09-30,1.0,,,,0.0,0.0,F,2640.0,,,,,I,,,19121.0,RSA5,,39.98376835030321,-75.16605195653082
2022-05-24,,SR   ,6,152.0,,,58.0,0.0,26400.0,,,15.0,,,,,0,,,26400.0,,,,,,2277.0,E,,2070-09-30,2070-09-30,1.0,,,,0.0,0.0,F,870.0,,,,,I,,,19121.0,RSA5,,39.98538905801125,-75.16706955264108
2022-05-24,,SR   ,6,152.0,,,54.0,0.0,36000.0,,,16.0,,,,,0,,,36000.0,,,,,,1301.0,E,,2070-09-30,2070-09-30,1.0,,,,0.0,0.0,F,864.0,,,,,I,,,19121.0,RSA5,,39.98285277493534,-75.16852136249791
2022-05-24,,SR   ,6,152.0,,,54.0,0.0,36000.0,,,16.0,,,,,0,,,36000.0,,,,,,1301.0,E,,2070-09-30,2070-09-30,1.0,,,,0.0,0.0,F,864.0,,,,,I,,,19121.0,RSA5,,39.98198696635488,-75.168708043132
2022-05-24,,SR   ,6,152.0,,,100.0,0.0,56100.0,,,16.0,,,,,0,,,56100.0,,,,,,2397.0,E,,2070-09-30,2070-09-30,1.0,,,,0.0,0.0,F,1591.0,,,,,I,,,19121.0,RSA5,,39.98399406321556,-75.1651922700486
2022-05-24,,SR   ,6,152.0,,,100.0,0.0,55800.0,,,16.0,,,,,0,,,55800.0,,,,,,2397.0,E,,2070-09-30,2070-09-30,1.0,,,,0.0,0.0,F,1558.0,,,,,I,,,19121.0,RSA5,,39.98395214666865,-75.16519869222664
2022-05-24,,SR   ,6,151.0,,,49.0,0.0,33500.0,,,14.0,,,,,0,,,33500.0,,,,,,1054.0,E,,2071-12-27,2071-12-27,1.0,,,,0.0,0.0,F,674.0,,,,,I,,,19121.0,RSA5,,39.9886422934257,-75.18190231452324
2022-05-24,,SR   ,6,169.0,,,45.0,0.0,38500.0,,,14.0,,,,,0,,,38500.0,,,,,,1675.0,E,,2071-12-27,2071-12-27,1.0,,,,0.0,0.0,F,639.0,,,,,I,,,19132.0,RSA5,,39.99381267912888,-75.1818669064409
2022-05-24,,PB0  ,4,64.0,,,92.0,0.0,0.0,,,72.0,,,,A ,0,,,108000.0,,,,,,1748.0,B,C+,2071-12-17,2071-12-17,1.0,,,,86394.0,21606.0,F,6636.0,2400.0,,,,I,1925.0,,19142.0,CMX1,223,39.92280022856601,-75.243678582003
2022-05-24,,SR   ,6,151.0,,,62.0,0.0,0.0,,,16.0,,,,,0,,,47500.0,,,,,,842.0,E,,2071-12-16,2071-12-16,1.0,,,,0.0,47500.0,F,992.0,,,,,I,,,19121.0,RSA5,,39.98910837301212,-75.17936292786023
2022-05-24,,SR   ,6,152.0,,,75.0,0.0,39800.0,,,15.0,,,,,0,,,39800.0,,,,,,2191.0,E,,2071-12-14,2071-12-14,1.0,,,,0.0,0.0,F,1122.0,,,,,I,,,19121.0,RSA5,,39.98405350709248,-75.16591593455578
2022-05-24,,JP   ,4,165.0,,,60.0,0.0,0.0,,,16.0,,,,,0,,,20300.0,,,,,,1966.0,E,C ,2071-11-30,2071-11-30,1.0,,,,0.0,20300.0,F,964.0,0.0,,,,I,0.0,,19133.0,CMX2,PN,39.990085974656246,-75.14811023215528
2022-05-24,,SC   ,6,169.0,,,70.0,0.0,12400.0,,,35.0,,,,,0,40.0,,12400.0,,,,,,466.0,E,,2071-11-22,2071-11-22,1.0,,,,0.0,0.0,F,2470.0,,,,,I,,,19132.0,CA1,,39.99172784632015,-75.1768256822013
2022-05-24,,SI   ,6,144.0,,,100.0,0.0,38300.0,,,50.0,,,,,0,14.0,,38300.0,,,,,,755.0,E,,2071-11-22,2071-11-22,1.0,,,,0.0,0.0,F,5000.0,,,,,I,,,19122.0,RSA5,,39.97271365822917,-75.1380230259839
2022-05-24,,SR   ,6,151.0,,,61.0,0.0,46800.0,,,15.0,,,,,0,,,46800.0,,,,,,1042.0,E,,2071-11-19,2071-11-19,1.0,,,,0.0,0.0,F,908.0,,,,,I,,,19121.0,RSA5,,39.98724494457279,-75.18310293353933
2022-05-24,,JV   ,4,220.0,,,677.0,0.0,15893200.0,,,750.0,,,,A ,0,,,15893200.0,,,,,,8503.0,A,C ,2071-11-05,2071-11-05,1.0,,,,0.0,0.0,F,1893118.0,0.0,,,,I,0.0,,19128.0,RSD1,PP,40.05615998137579,-75.25724087531975
2022-05-24,,Y50  ,3,24.0,,,51.0,0.0,0.0,,,32.0,,,,A ,0,36.0,,292100.0,,,,,,151.0,A,C ,2071-10-20,2071-10-20,1.0,,,,233680.0,58420.0,F,1840.0,1840.0,,,,I,1900.0,,19147.0,CMX2,821,39.937916797866265,-75.15825377362087
2022-05-24,D,V10  ,1,160.0,,,64.0,0.0,0.0,4.0,0.0,14.0,,0.0,,A ,0,,4.0,9300.0,,0.0,0.0,,1.0,1951.0,A,,2071-10-18,2071-10-18,1.0,,,,6700.0,2600.0,F,776.0,258.0,H,,,I,1899.0,Y,19125.0,RSA5,,39.97713172208607,-75.12712530039794
2022-05-24,,WC0  ,4,101.0,,,120.0,230650.0,31450.0,,,20.0,,,,A ,0,,,262100.0,,,,,,1727.0,E,B ,2071-10-15,2071-10-15,10250.0,A,,,0.0,0.0,F,2400.0,2621.0,,,,I,1915.0,,19151.0,RSA3,806,39.97476891948435,-75.24583602060343
2022-05-24,,SR   ,6,169.0,,,50.0,0.0,44700.0,,,14.0,,,,,0,,,44700.0,,,,,,1820.0,E,,2071-10-04,2071-10-04,1.0,,,,0.0,0.0,F,708.0,,,,,I,,,19132.0,RSA5,,39.99492713964877,-75.18190535176872
